panid	units	On	Sdate	Zon	A0_5	A6_18	A19_65	A65	Gen	FS	ABS	C_Dis	MFSD	price1	price2	price3	price4	price5	price6	price7	price8	br1	br2	br3	br4	br5	br6	br7	br8	NP
374	0	0	15905	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	0.99	1.99	1.39	0.86	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	15908	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	0.99	1.99	1.39	0.86	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	15912	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	0.99	1.99	1.39	0.86	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	15914	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.09	1.39	0.65	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	15917	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.09	1.39	0.65	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	15953	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.16	1.45	0.59	0.69	2.16	2.55	0	0	0	0	0	0	0	0	1
374	0	0	15956	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.16	1.39	0.59	0.71	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	15964	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.16	1.39	0.59	0.69	2.16	2.55	0	0	0	0	0	0	0	0	1
374	0	0	15966	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.16	1.39	0.59	0.69	2.16	2.55	0	0	0	0	0	0	0	0	1
374	0	0	15968	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.16	1.39	0.59	0.69	2.16	2.55	0	0	0	0	0	0	0	0	1
374	0	0	15974	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.16	1.39	0.59	0.71	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	15978	1	1	1	2	0	1	4	53.32	0.8	0.8	0.59	0.99	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	15981	1	1	1	2	0	1	4	53.32	0.8	0.8	0.59	0.99	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	15982	1	1	1	2	0	1	4	53.32	0.8	0.8	0.59	0.99	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
374	3	1	15993	3	1	1	2	0	1	4	53.32	0.8	0.8	0.59	0.99	2.22	1.39	0.94	0.65	2.22	2.55	1	0	0	0	0	0	0	0	0
374	0	0	15996	1	1	1	2	0	1	4	53.32	0.8	0.8	0.59	1.06	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	16001	1	1	1	2	0	1	4	53.32	0.8	0.8	0.59	1.06	2.16	1.39	0.91	0.65	2.16	2.55	0	0	0	0	0	0	0	0	1
374	0	0	16001	1	1	1	2	0	1	4	53.32	0.8	0.8	0.59	1.06	2.16	1.39	0.91	0.65	2.16	2.55	0	0	0	0	0	0	0	0	1
374	0	0	16003	1	1	1	2	0	1	4	53.32	0.8	0.8	0.59	1.06	2.16	1.39	0.91	0.65	2.16	2.55	0	0	0	0	0	0	0	0	1
374	0	0	16012	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
374	0	0	16016	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
374	0	0	16019	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
374	0	0	16024	1	1	1	2	0	1	4	53.32	0.8	0.8	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
374	0	0	16038	1	1	1	2	0	1	4	53.32	0.8	0.8	0.6	0.99	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
374	0	0	16038	1	1	1	2	0	1	4	53.32	0.8	0.8	0.6	0.99	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15680	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.35	0.97	0.65	2.16	2.35	0	0	0	0	0	0	0	0	1
375	0	0	15688	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.35	0.97	0.78	2.16	2.35	0	0	0	0	0	0	0	0	1
375	0	0	15695	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.35	0.97	0.78	2.16	2.35	0	0	0	0	0	0	0	0	1
375	0	0	15697	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.35	0.97	0.78	2.16	2.35	0	0	0	0	0	0	0	0	1
375	0	0	15698	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.35	0.97	0.78	2.16	2.35	0	0	0	0	0	0	0	0	1
375	0	0	15705	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.35	0.97	0.78	2.16	2.35	0	0	0	0	0	0	0	0	1
375	0	0	15707	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.35	0.97	0.78	2.16	2.35	0	0	0	0	0	0	0	0	1
375	0	0	15710	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.35	0.97	0.78	2.16	2.35	0	0	0	0	0	0	0	0	1
375	0	0	15712	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.35	0.97	0.78	2.16	2.35	0	0	0	0	0	0	0	0	1
375	2	0	15717	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.35	0.97	0.78	2.16	2.35	0	0	0	0	1	0	0	0	0
375	5	1	15725	3	0	0	4	0	0	4	64.16	0.8	15.9	0.71	1.11	2.22	1.41	1.00	0.81	2.22	2.45	0	0	0	0	1	0	0	0	0
375	1	0	15744	1	0	0	4	0	0	4	64.16	0.8	15.9	0.66	1.06	1.99	1.35	0.97	0.69	2.16	2.35	0	0	0	0	0	0	0	1	0
375	5	1	15756	3	0	0	4	0	0	4	64.16	0.8	15.9	0.66	0.99	1.99	1.35	1.00	0.69	2.22	2.55	0	0	0	0	1	0	0	0	0
375	0	0	15759	1	0	0	4	0	0	4	64.16	0.8	15.9	0.66	1.06	1.99	1.35	0.91	0.78	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15772	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	2.16	1.35	0.91	0.78	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15775	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	2.16	1.35	0.91	0.78	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15786	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	2.16	1.35	0.91	0.78	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15788	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	2.16	1.35	0.91	0.78	2.16	2.49	0	0	0	0	0	0	0	0	1
375	5	1	15790	3	0	0	4	0	0	4	64.16	0.8	15.9	0.71	0.99	2.22	1.41	0.94	0.81	2.22	2.55	0	0	0	0	1	0	0	0	0
375	0	0	15800	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.84	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
375	0	0	15810	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.84	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
375	2	0	15814	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.84	0.69	2.16	2.19	0	0	0	0	1	0	0	0	0
375	0	0	15819	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.84	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
375	5	1	15824	3	0	0	4	0	0	4	64.16	0.8	15.9	0.71	1.11	2.22	1.45	0.84	0.81	2.22	2.19	0	0	0	0	1	0	0	0	0
375	0	0	15828	1	0	0	4	0	0	4	64.16	0.8	15.9	0.66	1.06	2.16	1.39	0.84	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
375	0	0	15849	1	0	0	4	0	0	4	64.16	0.8	15.9	0.66	1.06	2.16	1.39	0.91	0.76	2.16	2.49	0	0	0	0	0	0	0	0	1
375	5	1	15854	3	0	0	4	0	0	4	64.16	0.8	15.9	0.66	1.11	2.22	1.45	0.94	0.71	2.22	2.55	0	0	0	0	1	0	0	0	0
375	0	0	15863	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.91	0.65	2.16	2.19	0	0	0	0	0	0	0	0	1
375	0	0	15873	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.91	0.65	2.16	2.19	0	0	0	0	0	0	0	0	1
375	0	0	15879	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.91	0.65	2.16	2.19	0	0	0	0	0	0	0	0	1
375	0	1	15883	3	0	0	4	0	0	4	64.16	0.8	15.9	0.71	1.11	2.22	1.39	0.94	0.65	2.22	2.19	0	0	0	0	0	0	0	0	1
375	3	0	15884	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.91	0.65	2.16	2.19	0	0	0	0	1	0	0	0	0
375	0	0	15891	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	1.99	1.39	0.91	0.71	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15895	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	1.99	1.39	0.86	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15897	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	1.99	1.39	0.86	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15905	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	1.99	1.39	0.86	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
375	2	0	15908	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	1.99	1.39	0.86	0.69	2.16	2.49	0	0	0	0	1	0	0	0	0
375	0	0	15911	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	1.99	1.39	0.86	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15912	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	0.99	1.99	1.39	0.86	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15918	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.09	1.39	0.65	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15926	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.09	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15926	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.09	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15931	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.09	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
375	0	0	15951	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.45	0.59	0.69	2.16	2.55	0	0	0	0	0	0	0	0	1
375	3	1	15951	3	0	0	4	0	0	4	64.16	0.8	15.9	0.71	1.11	2.22	1.45	0.45	0.71	2.22	2.55	0	0	0	0	1	0	0	0	0
375	0	0	15954	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.45	0.59	0.69	2.16	2.55	0	0	0	0	0	0	0	0	1
375	0	0	15958	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.59	0.71	2.16	2.49	0	0	0	0	0	0	0	0	1
375	3	1	15971	3	0	0	4	0	0	4	64.16	0.8	15.9	0.71	1.11	2.22	1.45	0.59	0.71	2.22	2.55	0	0	0	0	1	0	0	0	0
375	3	0	15975	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.59	0.71	2.16	2.49	0	0	0	0	1	0	0	0	0
375	0	0	15984	2	0	0	4	0	0	4	64.16	0.8	15.9	0.59	0.99	2.22	1.39	0.94	0.65	2.22	2.55	0	0	0	0	0	0	0	0	1
375	4	1	15991	3	0	0	4	0	0	4	64.16	0.8	15.9	0.59	0.99	2.22	1.39	0.94	0.65	2.22	2.55	0	0	0	0	1	0	0	0	0
375	0	0	16006	1	0	0	4	0	0	4	64.16	0.8	15.9	0.59	0.99	2.16	1.39	0.91	0.71	2.16	2.19	0	0	0	0	0	0	0	0	1
375	0	0	16010	1	0	0	4	0	0	4	64.16	0.8	15.9	0.59	0.99	2.16	1.39	0.91	0.71	2.16	2.19	0	0	0	0	0	0	0	0	1
375	4	1	16016	3	0	0	4	0	0	4	64.16	0.8	15.9	0.71	1.11	2.22	1.45	0.94	0.71	2.22	2.19	0	0	0	0	1	0	0	0	0
375	0	0	16021	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
375	0	0	16024	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
375	0	0	16031	1	0	0	4	0	0	4	64.16	0.8	15.9	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
375	0	0	16036	2	0	0	4	0	0	4	64.16	0.8	15.9	0.65	0.99	2.22	1.45	0.94	0.65	2.22	2.55	0	0	0	0	0	0	0	0	1
375	0	0	16038	1	0	0	4	0	0	4	64.16	0.8	15.9	0.6	0.99	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15677	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.12	1.41	1.00	0.65	2.12	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15678	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.12	1.41	1.00	0.65	2.12	2.45	0	0	0	0	0	0	0	0	1
383	0	1	15687	3	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.41	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15690	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.35	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15690	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	1.06	2.16	1.35	0.97	0.78	2.16	2.35	0	0	0	0	0	0	0	0	1
383	0	0	15692	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.35	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	1	15701	3	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.35	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15704	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.35	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15705	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.35	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15707	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.35	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15707	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.35	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15709	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.35	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15725	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.41	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15734	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.41	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15736	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.41	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
383	0	0	15754	2	0	0	4	0	0	4	37.53	0.8	0.8	0.66	0.99	1.99	1.35	1.00	0.69	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15760	2	0	0	4	0	0	4	37.53	0.8	0.8	0.66	0.99	1.99	1.35	1.00	0.69	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15768	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	0.99	2.16	1.35	0.91	0.78	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15795	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.41	0.84	0.69	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	15795	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.41	0.84	0.69	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	15809	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	1.06	2.16	1.39	0.84	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
383	0	0	15820	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.45	0.84	0.69	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	15823	1	0	0	4	0	0	4	37.53	0.8	0.8	0.66	1.06	2.16	1.39	0.84	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
383	0	0	15827	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.45	0.84	0.81	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	15832	1	0	0	4	0	0	4	37.53	0.8	0.8	0.66	1.06	2.16	1.39	0.91	0.73	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15833	2	0	0	4	0	0	4	37.53	0.8	0.8	0.66	1.11	2.22	1.45	0.94	0.76	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15838	1	0	0	4	0	0	4	37.53	0.8	0.8	0.66	1.06	2.16	1.39	0.91	0.73	2.22	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15842	2	0	0	4	0	0	4	37.53	0.8	0.8	0.66	1.11	2.22	1.45	0.94	0.76	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15845	1	0	0	4	0	0	4	37.53	0.8	0.8	0.66	1.06	2.16	1.39	0.91	0.76	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15846	2	0	0	4	0	0	4	37.53	0.8	0.8	0.66	1.11	2.22	1.45	0.94	0.76	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15848	2	0	0	4	0	0	4	37.53	0.8	0.8	0.66	1.11	2.22	1.45	0.94	0.76	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15851	1	0	0	4	0	0	4	37.53	0.8	0.8	0.66	1.06	2.16	1.45	0.91	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15852	1	0	0	4	0	0	4	37.53	0.8	0.8	0.66	1.06	2.16	1.45	0.91	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15861	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.39	0.94	0.65	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	15863	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.39	0.94	0.65	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	15874	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.39	0.94	0.65	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	15877	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.39	0.94	0.65	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	15890	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	1.99	1.39	0.86	0.71	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15890	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	1.99	1.39	0.86	0.71	2.22	2.55	0	0	0	0	0	0	0	0	1
383	2	0	15890	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	1.99	1.39	0.86	0.71	2.22	2.55	0	0	0	0	0	0	1	0	0
383	0	0	15893	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	0.99	1.99	1.45	0.86	0.71	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15898	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	0.99	1.99	1.39	0.86	0.69	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15903	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	0.99	1.99	1.45	0.86	0.71	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15904	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	0.99	1.99	1.45	0.86	0.71	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15917	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	0.99	2.09	1.45	0.94	0.71	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15951	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.45	0.45	0.71	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15956	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	1.06	2.16	1.39	0.59	0.71	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15964	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.45	0.45	0.71	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15971	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.45	0.59	0.71	2.22	2.55	0	0	0	0	0	0	0	0	1
383	1	0	15977	1	0	0	4	0	0	4	37.53	0.8	0.8	0.59	0.99	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	1	0	0
383	0	0	15985	2	0	0	4	0	0	4	37.53	0.8	0.8	0.59	0.99	2.22	1.39	0.94	0.65	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15985	1	0	0	4	0	0	4	37.53	0.8	0.8	0.59	0.99	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15988	2	0	0	4	0	0	4	37.53	0.8	0.8	0.59	0.99	2.22	1.39	0.94	0.65	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15991	2	0	0	4	0	0	4	37.53	0.8	0.8	0.59	0.99	2.22	1.39	0.94	0.65	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15994	1	0	0	4	0	0	4	37.53	0.8	0.8	0.59	1.06	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	15998	2	0	0	4	0	0	4	37.53	0.8	0.8	0.59	0.99	2.22	1.39	0.94	0.65	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	15999	1	0	0	4	0	0	4	37.53	0.8	0.8	0.59	1.06	2.16	1.39	0.91	0.65	2.16	2.55	0	0	0	0	0	0	0	0	1
383	0	0	16001	2	0	0	4	0	0	4	37.53	0.8	0.8	0.59	0.99	2.22	1.39	0.94	0.65	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	16006	1	0	0	4	0	0	4	37.53	0.8	0.8	0.59	0.99	2.16	1.39	0.91	0.71	2.16	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16012	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16013	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.45	0.94	0.71	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16015	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16016	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.45	0.94	0.71	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16020	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.45	0.94	0.71	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16020	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16021	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	1.11	2.22	1.45	0.94	0.71	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16021	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16022	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16029	1	0	0	4	0	0	4	37.53	0.8	0.8	0.68	1.06	2.16	1.39	0.91	0.69	2.16	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16031	2	0	0	4	0	0	4	37.53	0.8	0.8	0.71	0.99	2.22	1.45	0.94	0.71	2.22	2.19	0	0	0	0	0	0	0	0	1
383	0	0	16033	2	0	0	4	0	0	4	37.53	0.8	0.8	0.65	0.99	2.22	1.45	0.94	0.65	2.22	2.55	0	0	0	0	0	0	0	0	1
383	0	0	16035	1	0	0	4	0	0	4	37.53	0.8	0.8	0.6	0.99	2.16	1.39	0.91	0.65	2.16	2.49	0	0	0	0	0	0	0	0	1
383	0	0	16037	2	0	0	4	0	0	4	37.53	0.8	0.8	0.65	0.99	2.22	1.45	0.94	0.65	2.22	2.55	0	0	0	0	0	0	0	0	1
384	0	0	15678	2	3	0	2	0	0	5	56.57	0.5	0.5	0.71	1.11	2.12	1.41	1.00	0.65	2.12	2.45	0	0	0	0	0	0	0	0	1
384	0	0	15682	2	3	0	2	0	0	5	56.57	0.5	0.5	0.71	1.11	2.12	1.41	1.00	0.65	2.12	2.45	0	0	0	0	0	0	0	0	1
384	0	0	15684	2	3	0	2	0	0	5	56.57	0.5	0.5	0.71	1.11	2.22	1.41	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
384	0	0	15691	2	3	0	2	0	0	5	56.57	0.5	0.5	0.71	1.11	2.22	1.35	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
384	0	0	15701	2	3	0	2	0	0	5	56.57	0.5	0.5	0.71	1.11	2.22	1.35	1.00	0.81	2.22	2.45	0	0	0	0	0	0	0	0	1
384	3	0	15713	2	3	0	2	0	0	5	56.57	0.5	0.5	0.71	1.11	2.22	1.41	1.00	0.81	2.22	2.45	1	0	0	0	0	0	0	0	0
